score	n	ineditismo	poder	familias	datasets_sugeridos
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+mortalidade+transferencia_renda	br_bcb_sicor, br_anm, br_ms_sim, br_mc_indicadores
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+mortalidade+vigilancia_sinan	br_bcb_sicor, br_anm, br_ms_sim, br_ms_sinan_violencia
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+natalidade+saude_producao	br_bcb_sicor, br_anm, br_ms_sinasc, br_ms_cnes
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+natalidade+trabalho_empresa	br_bcb_sicor, br_anm, br_ms_sinasc, br_me_cnpj
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+natalidade+transferencia_renda	br_bcb_sicor, br_anm, br_ms_sinasc, br_mc_indicadores
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+natalidade+vigilancia_sinan	br_bcb_sicor, br_anm, br_ms_sinasc, br_ms_sinan_violencia
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+politica+saude_producao	br_bcb_sicor, br_anm, br_tse_eleicoes, br_ms_cnes
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+politica+trabalho_empresa	br_bcb_sicor, br_anm, br_tse_eleicoes, br_me_cnpj
0.133	4	0.17	3985	credito_financeiro+mineracao_energia+politica+transferencia_renda	br_bcb_sicor, br_anm, br_tse_eleicoes, br_mc_indicadores
0.133	4	0.17	3985	demografia_censo+desmatamento_clima+educacao+mineracao_energia	br_ibge_censo2022_raca, br_inpe_sisam, br_inep_saeb, br_anm
0.133	4	0.17	3985	demografia_censo+desmatamento_clima+fiscal_municipal+mineracao_energia	br_ibge_censo2022_raca, br_inpe_sisam, br_rf_arrecadacao, br_anm
0.133	4	0.17	3985	demografia_censo+desmatamento_clima+mineracao_energia+mobilidade	br_ibge_censo2022_raca, br_inpe_sisam, br_anm, br_mobilidados_indicadores
0.133	4	0.17	3985	demografia_censo+desmatamento_clima+mineracao_energia+natalidade	br_ibge_censo2022_raca, br_inpe_sisam, br_anm, br_ms_sinasc
0.133	4	0.17	3985	demografia_censo+desmatamento_clima+mineracao_energia+politica	br_ibge_censo2022_raca, br_inpe_sisam, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	demografia_censo+desmatamento_clima+mineracao_energia+saneamento_agua	br_ibge_censo2022_raca, br_inpe_sisam, br_anm, br_ana_outorgas
0.133	4	0.17	3985	demografia_censo+desmatamento_clima+mineracao_energia+transferencia_renda	br_ibge_censo2022_raca, br_inpe_sisam, br_anm, br_mc_indicadores
0.133	4	0.17	3985	demografia_censo+educacao+fiscalizacao_ambiental+mineracao_energia	br_ibge_censo2022_raca, br_inep_saeb, br_ibama_autos, br_anm
0.133	4	0.17	3985	demografia_censo+educacao+fundiario+mineracao_energia	br_ibge_censo2022_raca, br_inep_saeb, br_sfb_sicar, br_anm
0.133	4	0.17	3985	demografia_censo+educacao+mineracao_energia+mobilidade	br_ibge_censo2022_raca, br_inep_saeb, br_anm, br_mobilidados_indicadores
0.133	4	0.17	3985	demografia_censo+fiscal_municipal+fiscalizacao_ambiental+mineracao_energia	br_ibge_censo2022_raca, br_rf_arrecadacao, br_ibama_autos, br_anm
0.133	4	0.17	3985	demografia_censo+fiscal_municipal+fundiario+mineracao_energia	br_ibge_censo2022_raca, br_rf_arrecadacao, br_sfb_sicar, br_anm
0.133	4	0.17	3985	demografia_censo+fiscal_municipal+mineracao_energia+mobilidade	br_ibge_censo2022_raca, br_rf_arrecadacao, br_anm, br_mobilidados_indicadores
0.133	4	0.17	3985	demografia_censo+fiscal_municipal+mineracao_energia+saneamento_agua	br_ibge_censo2022_raca, br_rf_arrecadacao, br_anm, br_ana_outorgas
0.133	4	0.17	3985	demografia_censo+fiscal_municipal+mineracao_energia+vigilancia_sinan	br_ibge_censo2022_raca, br_rf_arrecadacao, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	demografia_censo+fiscalizacao_ambiental+mineracao_energia+mobilidade	br_ibge_censo2022_raca, br_ibama_autos, br_anm, br_mobilidados_indicadores
0.133	4	0.17	3985	demografia_censo+fiscalizacao_ambiental+mineracao_energia+mortalidade	br_ibge_censo2022_raca, br_ibama_autos, br_anm, br_ms_sim
0.133	4	0.17	3985	demografia_censo+fiscalizacao_ambiental+mineracao_energia+natalidade	br_ibge_censo2022_raca, br_ibama_autos, br_anm, br_ms_sinasc
0.133	4	0.17	3985	demografia_censo+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	br_ibge_censo2022_raca, br_ibama_autos, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	demografia_censo+fundiario+mineracao_energia+mobilidade	br_ibge_censo2022_raca, br_sfb_sicar, br_anm, br_mobilidados_indicadores
0.133	4	0.17	3985	demografia_censo+fundiario+mineracao_energia+mortalidade	br_ibge_censo2022_raca, br_sfb_sicar, br_anm, br_ms_sim
0.133	4	0.17	3985	demografia_censo+fundiario+mineracao_energia+natalidade	br_ibge_censo2022_raca, br_sfb_sicar, br_anm, br_ms_sinasc
0.133	4	0.17	3985	demografia_censo+fundiario+mineracao_energia+politica	br_ibge_censo2022_raca, br_sfb_sicar, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	demografia_censo+fundiario+mineracao_energia+transferencia_renda	br_ibge_censo2022_raca, br_sfb_sicar, br_anm, br_mc_indicadores
0.133	4	0.17	3985	demografia_censo+fundiario+mineracao_energia+vigilancia_sinan	br_ibge_censo2022_raca, br_sfb_sicar, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	demografia_censo+mineracao_energia+mobilidade+natalidade	br_ibge_censo2022_raca, br_anm, br_mobilidados_indicadores, br_ms_sinasc
0.133	4	0.17	3985	demografia_censo+mineracao_energia+mobilidade+politica	br_ibge_censo2022_raca, br_anm, br_mobilidados_indicadores, br_tse_eleicoes
0.133	4	0.17	3985	demografia_censo+mineracao_energia+mobilidade+saude_producao	br_ibge_censo2022_raca, br_anm, br_mobilidados_indicadores, br_ms_cnes
0.133	4	0.17	3985	demografia_censo+mineracao_energia+mobilidade+transferencia_renda	br_ibge_censo2022_raca, br_anm, br_mobilidados_indicadores, br_mc_indicadores
0.133	4	0.17	3985	demografia_censo+mineracao_energia+mobilidade+vigilancia_sinan	br_ibge_censo2022_raca, br_anm, br_mobilidados_indicadores, br_ms_sinan_violencia
0.133	4	0.17	3985	demografia_censo+mineracao_energia+mortalidade+saneamento_agua	br_ibge_censo2022_raca, br_anm, br_ms_sim, br_ana_outorgas
0.133	4	0.17	3985	demografia_censo+mineracao_energia+natalidade+saneamento_agua	br_ibge_censo2022_raca, br_anm, br_ms_sinasc, br_ana_outorgas
0.133	4	0.17	3985	demografia_censo+mineracao_energia+politica+vigilancia_sinan	br_ibge_censo2022_raca, br_anm, br_tse_eleicoes, br_ms_sinan_violencia
0.133	4	0.17	3985	demografia_censo+mineracao_energia+saneamento_agua+saude_producao	br_ibge_censo2022_raca, br_anm, br_ana_outorgas, br_ms_cnes
0.133	4	0.17	3985	demografia_censo+mineracao_energia+saneamento_agua+trabalho_empresa	br_ibge_censo2022_raca, br_anm, br_ana_outorgas, br_me_cnpj
0.133	4	0.17	3985	demografia_censo+mineracao_energia+saneamento_agua+vigilancia_sinan	br_ibge_censo2022_raca, br_anm, br_ana_outorgas, br_ms_sinan_violencia
0.133	4	0.17	3985	desmatamento_clima+educacao+mineracao_energia+mortalidade	br_inpe_sisam, br_inep_saeb, br_anm, br_ms_sim
0.133	4	0.17	3985	desmatamento_clima+educacao+mineracao_energia+saude_producao	br_inpe_sisam, br_inep_saeb, br_anm, br_ms_cnes
0.133	4	0.17	3985	desmatamento_clima+educacao+mineracao_energia+trabalho_empresa	br_inpe_sisam, br_inep_saeb, br_anm, br_me_cnpj
0.133	4	0.17	3985	desmatamento_clima+educacao+mineracao_energia+vigilancia_sinan	br_inpe_sisam, br_inep_saeb, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	desmatamento_clima+fiscal_municipal+mineracao_energia+mortalidade	br_inpe_sisam, br_rf_arrecadacao, br_anm, br_ms_sim
0.133	4	0.17	3985	desmatamento_clima+fiscal_municipal+mineracao_energia+saude_producao	br_inpe_sisam, br_rf_arrecadacao, br_anm, br_ms_cnes
0.133	4	0.17	3985	desmatamento_clima+fiscal_municipal+mineracao_energia+trabalho_empresa	br_inpe_sisam, br_rf_arrecadacao, br_anm, br_me_cnpj
0.133	4	0.17	3985	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+mortalidade	br_inpe_sisam, br_ibama_autos, br_anm, br_ms_sim
0.133	4	0.17	3985	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+politica	br_inpe_sisam, br_ibama_autos, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	br_inpe_sisam, br_ibama_autos, br_anm, br_mc_indicadores
0.133	4	0.17	3985	desmatamento_clima+fiscalizacao_ambiental+mineracao_energia+vigilancia_sinan	br_inpe_sisam, br_ibama_autos, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	desmatamento_clima+fundiario+mineracao_energia+mortalidade	br_inpe_sisam, br_sfb_sicar, br_anm, br_ms_sim
0.133	4	0.17	3985	desmatamento_clima+fundiario+mineracao_energia+vigilancia_sinan	br_inpe_sisam, br_sfb_sicar, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+mobilidade+mortalidade	br_inpe_sisam, br_anm, br_mobilidados_indicadores, br_ms_sim
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+mobilidade+trabalho_empresa	br_inpe_sisam, br_anm, br_mobilidados_indicadores, br_me_cnpj
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+mortalidade+natalidade	br_inpe_sisam, br_anm, br_ms_sim, br_ms_sinasc
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+mortalidade+politica	br_inpe_sisam, br_anm, br_ms_sim, br_tse_eleicoes
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+mortalidade+saneamento_agua	br_inpe_sisam, br_anm, br_ms_sim, br_ana_outorgas
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+mortalidade+transferencia_renda	br_inpe_sisam, br_anm, br_ms_sim, br_mc_indicadores
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+natalidade+saude_producao	br_inpe_sisam, br_anm, br_ms_sinasc, br_ms_cnes
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+natalidade+trabalho_empresa	br_inpe_sisam, br_anm, br_ms_sinasc, br_me_cnpj
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+natalidade+vigilancia_sinan	br_inpe_sisam, br_anm, br_ms_sinasc, br_ms_sinan_violencia
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+politica+saude_producao	br_inpe_sisam, br_anm, br_tse_eleicoes, br_ms_cnes
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+politica+trabalho_empresa	br_inpe_sisam, br_anm, br_tse_eleicoes, br_me_cnpj
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+saneamento_agua+saude_producao	br_inpe_sisam, br_anm, br_ana_outorgas, br_ms_cnes
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+saneamento_agua+trabalho_empresa	br_inpe_sisam, br_anm, br_ana_outorgas, br_me_cnpj
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+saneamento_agua+vigilancia_sinan	br_inpe_sisam, br_anm, br_ana_outorgas, br_ms_sinan_violencia
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+saude_producao+transferencia_renda	br_inpe_sisam, br_anm, br_ms_cnes, br_mc_indicadores
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+trabalho_empresa+transferencia_renda	br_inpe_sisam, br_anm, br_me_cnpj, br_mc_indicadores
0.133	4	0.17	3985	desmatamento_clima+mineracao_energia+transferencia_renda+vigilancia_sinan	br_inpe_sisam, br_anm, br_mc_indicadores, br_ms_sinan_violencia
0.133	4	0.17	3985	educacao+fiscal_municipal+mineracao_energia+vigilancia_sinan	br_inep_saeb, br_rf_arrecadacao, br_anm, br_ms_sinan_violencia
0.133	4	0.17	3985	educacao+fiscalizacao_ambiental+mineracao_energia+politica	br_inep_saeb, br_ibama_autos, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	educacao+fiscalizacao_ambiental+mineracao_energia+saude_producao	br_inep_saeb, br_ibama_autos, br_anm, br_ms_cnes
0.133	4	0.17	3985	educacao+fiscalizacao_ambiental+mineracao_energia+trabalho_empresa	br_inep_saeb, br_ibama_autos, br_anm, br_me_cnpj
0.133	4	0.17	3985	educacao+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	br_inep_saeb, br_ibama_autos, br_anm, br_mc_indicadores
0.133	4	0.17	3985	educacao+fundiario+mineracao_energia+saude_producao	br_inep_saeb, br_sfb_sicar, br_anm, br_ms_cnes
0.133	4	0.17	3985	educacao+fundiario+mineracao_energia+trabalho_empresa	br_inep_saeb, br_sfb_sicar, br_anm, br_me_cnpj
0.133	4	0.17	3985	educacao+mineracao_energia+mobilidade+mortalidade	br_inep_saeb, br_anm, br_mobilidados_indicadores, br_ms_sim
0.133	4	0.17	3985	educacao+mineracao_energia+mobilidade+trabalho_empresa	br_inep_saeb, br_anm, br_mobilidados_indicadores, br_me_cnpj
0.133	4	0.17	3985	educacao+mineracao_energia+politica+vigilancia_sinan	br_inep_saeb, br_anm, br_tse_eleicoes, br_ms_sinan_violencia
0.133	4	0.17	3985	fiscal_municipal+fiscalizacao_ambiental+mineracao_energia+politica	br_rf_arrecadacao, br_ibama_autos, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	fiscal_municipal+fiscalizacao_ambiental+mineracao_energia+saude_producao	br_rf_arrecadacao, br_ibama_autos, br_anm, br_ms_cnes
0.133	4	0.17	3985	fiscal_municipal+fiscalizacao_ambiental+mineracao_energia+trabalho_empresa	br_rf_arrecadacao, br_ibama_autos, br_anm, br_me_cnpj
0.133	4	0.17	3985	fiscal_municipal+fiscalizacao_ambiental+mineracao_energia+transferencia_renda	br_rf_arrecadacao, br_ibama_autos, br_anm, br_mc_indicadores
0.133	4	0.17	3985	fiscal_municipal+fundiario+mineracao_energia+saude_producao	br_rf_arrecadacao, br_sfb_sicar, br_anm, br_ms_cnes
0.133	4	0.17	3985	fiscal_municipal+fundiario+mineracao_energia+trabalho_empresa	br_rf_arrecadacao, br_sfb_sicar, br_anm, br_me_cnpj
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+mobilidade+mortalidade	br_rf_arrecadacao, br_anm, br_mobilidados_indicadores, br_ms_sim
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+mobilidade+trabalho_empresa	br_rf_arrecadacao, br_anm, br_mobilidados_indicadores, br_me_cnpj
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+mortalidade+saneamento_agua	br_rf_arrecadacao, br_anm, br_ms_sim, br_ana_outorgas
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+mortalidade+vigilancia_sinan	br_rf_arrecadacao, br_anm, br_ms_sim, br_ms_sinan_violencia
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+natalidade+saneamento_agua	br_rf_arrecadacao, br_anm, br_ms_sinasc, br_ana_outorgas
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+natalidade+vigilancia_sinan	br_rf_arrecadacao, br_anm, br_ms_sinasc, br_ms_sinan_violencia
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+saneamento_agua+saude_producao	br_rf_arrecadacao, br_anm, br_ana_outorgas, br_ms_cnes
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+saneamento_agua+trabalho_empresa	br_rf_arrecadacao, br_anm, br_ana_outorgas, br_me_cnpj
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+saude_producao+vigilancia_sinan	br_rf_arrecadacao, br_anm, br_ms_cnes, br_ms_sinan_violencia
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+trabalho_empresa+vigilancia_sinan	br_rf_arrecadacao, br_anm, br_me_cnpj, br_ms_sinan_violencia
0.133	4	0.17	3985	fiscal_municipal+mineracao_energia+transferencia_renda+vigilancia_sinan	br_rf_arrecadacao, br_anm, br_mc_indicadores, br_ms_sinan_violencia
0.133	4	0.17	3985	fiscalizacao_ambiental+fundiario+mineracao_energia+politica	br_ibama_autos, br_sfb_sicar, br_anm, br_tse_eleicoes
0.133	4	0.17	3985	fiscalizacao_ambiental+fundiario+mineracao_energia+transferencia_renda	br_ibama_autos, br_sfb_sicar, br_anm, br_mc_indicadores
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+mobilidade+trabalho_empresa	br_ibama_autos, br_anm, br_mobilidados_indicadores, br_me_cnpj
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+mortalidade+politica	br_ibama_autos, br_anm, br_ms_sim, br_tse_eleicoes
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+mortalidade+saude_producao	br_ibama_autos, br_anm, br_ms_sim, br_ms_cnes
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+mortalidade+trabalho_empresa	br_ibama_autos, br_anm, br_ms_sim, br_me_cnpj
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+mortalidade+transferencia_renda	br_ibama_autos, br_anm, br_ms_sim, br_mc_indicadores
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+natalidade+politica	br_ibama_autos, br_anm, br_ms_sinasc, br_tse_eleicoes
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+natalidade+saude_producao	br_ibama_autos, br_anm, br_ms_sinasc, br_ms_cnes
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+natalidade+trabalho_empresa	br_ibama_autos, br_anm, br_ms_sinasc, br_me_cnpj
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+natalidade+transferencia_renda	br_ibama_autos, br_anm, br_ms_sinasc, br_mc_indicadores
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+saude_producao+vigilancia_sinan	br_ibama_autos, br_anm, br_ms_cnes, br_ms_sinan_violencia
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+trabalho_empresa+vigilancia_sinan	br_ibama_autos, br_anm, br_me_cnpj, br_ms_sinan_violencia
0.133	4	0.17	3985	fiscalizacao_ambiental+mineracao_energia+transferencia_renda+vigilancia_sinan	br_ibama_autos, br_anm, br_mc_indicadores, br_ms_sinan_violencia
0.133	4	0.17	3985	fundiario+mineracao_energia+mobilidade+trabalho_empresa	br_sfb_sicar, br_anm, br_mobilidados_indicadores, br_me_cnpj
0.133	4	0.17	3985	fundiario+mineracao_energia+mortalidade+saude_producao	br_sfb_sicar, br_anm, br_ms_sim, br_ms_cnes
0.133	4	0.17	3985	fundiario+mineracao_energia+mortalidade+trabalho_empresa	br_sfb_sicar, br_anm, br_ms_sim, br_me_cnpj
0.133	4	0.17	3985	fundiario+mineracao_energia+natalidade+saude_producao	br_sfb_sicar, br_anm, br_ms_sinasc, br_ms_cnes
0.133	4	0.17	3985	fundiario+mineracao_energia+natalidade+trabalho_empresa	br_sfb_sicar, br_anm, br_ms_sinasc, br_me_cnpj
0.133	4	0.17	3985	fundiario+mineracao_energia+politica+saude_producao	br_sfb_sicar, br_anm, br_tse_eleicoes, br_ms_cnes
0.133	4	0.17	3985	fundiario+mineracao_energia+politica+trabalho_empresa	br_sfb_sicar, br_anm, br_tse_eleicoes, br_me_cnpj
0.133	4	0.17	3985	fundiario+mineracao_energia+saude_producao+transferencia_renda	br_sfb_sicar, br_anm, br_ms_cnes, br_mc_indicadores
0.133	4	0.17	3985	fundiario+mineracao_energia+saude_producao+vigilancia_sinan	br_sfb_sicar, br_anm, br_ms_cnes, br_ms_sinan_violencia
0.133	4	0.17	3985	fundiario+mineracao_energia+trabalho_empresa+transferencia_renda	br_sfb_sicar, br_anm, br_me_cnpj, br_mc_indicadores
0.133	4	0.17	3985	fundiario+mineracao_energia+trabalho_empresa+vigilancia_sinan	br_sfb_sicar, br_anm, br_me_cnpj, br_ms_sinan_violencia
0.133	4	0.17	3985	mineracao_energia+mobilidade+mortalidade+natalidade	br_anm, br_mobilidados_indicadores, br_ms_sim, br_ms_sinasc
0.133	4	0.17	3985	mineracao_energia+mobilidade+mortalidade+politica	br_anm, br_mobilidados_indicadores, br_ms_sim, br_tse_eleicoes
0.133	4	0.17	3985	mineracao_energia+mobilidade+mortalidade+saude_producao	br_anm, br_mobilidados_indicadores, br_ms_sim, br_ms_cnes
0.133	4	0.17	3985	mineracao_energia+mobilidade+mortalidade+transferencia_renda	br_anm, br_mobilidados_indicadores, br_ms_sim, br_mc_indicadores
0.133	4	0.17	3985	mineracao_energia+mobilidade+mortalidade+vigilancia_sinan	br_anm, br_mobilidados_indicadores, br_ms_sim, br_ms_sinan_violencia
0.133	4	0.17	3985	mineracao_energia+mobilidade+natalidade+trabalho_empresa	br_anm, br_mobilidados_indicadores, br_ms_sinasc, br_me_cnpj
0.133	4	0.17	3985	mineracao_energia+mobilidade+politica+trabalho_empresa	br_anm, br_mobilidados_indicadores, br_tse_eleicoes, br_me_cnpj
0.133	4	0.17	3985	mineracao_energia+mobilidade+saude_producao+trabalho_empresa	br_anm, br_mobilidados_indicadores, br_ms_cnes, br_me_cnpj
0.133	4	0.17	3985	mineracao_energia+mobilidade+trabalho_empresa+transferencia_renda	br_anm, br_mobilidados_indicadores, br_me_cnpj, br_mc_indicadores
0.133	4	0.17	3985	mineracao_energia+mobilidade+trabalho_empresa+vigilancia_sinan	br_anm, br_mobilidados_indicadores, br_me_cnpj, br_ms_sinan_violencia
0.133	4	0.17	3985	mineracao_energia+mortalidade+natalidade+saneamento_agua	br_anm, br_ms_sim, br_ms_sinasc, br_ana_outorgas
0.133	4	0.17	3985	mineracao_energia+mortalidade+politica+vigilancia_sinan	br_anm, br_ms_sim, br_tse_eleicoes, br_ms_sinan_violencia
0.133	4	0.17	3985	mineracao_energia+mortalidade+saneamento_agua+saude_producao	br_anm, br_ms_sim, br_ana_outorgas, br_ms_cnes
0.133	4	0.17	3985	mineracao_energia+mortalidade+saneamento_agua+trabalho_empresa	br_anm, br_ms_sim, br_ana_outorgas, br_me_cnpj
0.133	4	0.17	3985	mineracao_energia+mortalidade+saneamento_agua+vigilancia_sinan	br_anm, br_ms_sim, br_ana_outorgas, br_ms_sinan_violencia
0.133	4	0.17	3985	mineracao_energia+natalidade+politica+vigilancia_sinan	br_anm, br_ms_sinasc, br_tse_eleicoes, br_ms_sinan_violencia
0.133	4	0.17	3985	mineracao_energia+natalidade+saneamento_agua+saude_producao	br_anm, br_ms_sinasc, br_ana_outorgas, br_ms_cnes
0.133	4	0.17	3985	mineracao_energia+natalidade+saneamento_agua+trabalho_empresa	br_anm, br_ms_sinasc, br_ana_outorgas, br_me_cnpj
0.133	4	0.17	3985	mineracao_energia+natalidade+saneamento_agua+vigilancia_sinan	br_anm, br_ms_sinasc, br_ana_outorgas, br_ms_sinan_violencia
0.133	4	0.17	3985	mineracao_energia+politica+saude_producao+vigilancia_sinan	br_anm, br_tse_eleicoes, br_ms_cnes, br_ms_sinan_violencia
0.133	4	0.17	3985	mineracao_energia+politica+trabalho_empresa+vigilancia_sinan	br_anm, br_tse_eleicoes, br_me_cnpj, br_ms_sinan_violencia
