n	familias	poder_min_municipios	coberta_por
4	demografia_censo+fiscal_municipal+politica+saude_producao	5570	
4	demografia_censo+fiscal_municipal+politica+trabalho_empresa	5570	
4	demografia_censo+fiscal_municipal+politica+transferencia_renda	5570	
4	demografia_censo+fiscal_municipal+saneamento_agua+saude_producao	5570	
4	demografia_censo+fiscal_municipal+saneamento_agua+trabalho_empresa	5570	
4	demografia_censo+fiscal_municipal+saneamento_agua+transferencia_renda	5570	
4	demografia_censo+fiscal_municipal+saude_producao+trabalho_empresa	5570	
4	demografia_censo+fiscal_municipal+saude_producao+transferencia_renda	5570	
4	demografia_censo+fiscal_municipal+trabalho_empresa+transferencia_renda	5570	
4	demografia_censo+mortalidade+politica+saneamento_agua	5570	
4	demografia_censo+mortalidade+politica+saude_producao	5570	
4	demografia_censo+mortalidade+politica+trabalho_empresa	5570	
4	demografia_censo+mortalidade+politica+transferencia_renda	5570	
4	demografia_censo+mortalidade+saneamento_agua+saude_producao	5570	
4	demografia_censo+mortalidade+saneamento_agua+trabalho_empresa	5570	
4	demografia_censo+mortalidade+saneamento_agua+transferencia_renda	5570	
4	demografia_censo+mortalidade+saude_producao+trabalho_empresa	5570	
4	demografia_censo+mortalidade+saude_producao+transferencia_renda	5570	
4	demografia_censo+mortalidade+trabalho_empresa+transferencia_renda	5570	P70-3
4	demografia_censo+politica+saneamento_agua+saude_producao	5570	
4	demografia_censo+politica+saneamento_agua+trabalho_empresa	5570	
4	demografia_censo+politica+saneamento_agua+transferencia_renda	5570	
4	demografia_censo+politica+saude_producao+trabalho_empresa	5570	
4	demografia_censo+politica+saude_producao+transferencia_renda	5570	
4	demografia_censo+politica+trabalho_empresa+transferencia_renda	5570	
4	demografia_censo+saneamento_agua+saude_producao+trabalho_empresa	5570	
4	demografia_censo+saneamento_agua+saude_producao+transferencia_renda	5570	
4	demografia_censo+saneamento_agua+trabalho_empresa+transferencia_renda	5570	
4	demografia_censo+saude_producao+trabalho_empresa+transferencia_renda	5570	
4	desmatamento_clima+educacao+fiscal_municipal+mortalidade	5570	
4	desmatamento_clima+educacao+fiscal_municipal+politica	5570	
4	desmatamento_clima+educacao+fiscal_municipal+saneamento_agua	5570	
4	desmatamento_clima+educacao+fiscal_municipal+saude_producao	5570	
4	desmatamento_clima+educacao+fiscal_municipal+trabalho_empresa	5570	
4	desmatamento_clima+educacao+fiscal_municipal+transferencia_renda	5570	
4	desmatamento_clima+educacao+mortalidade+politica	5570	
4	desmatamento_clima+educacao+mortalidade+saude_producao	5570	
4	desmatamento_clima+educacao+mortalidade+trabalho_empresa	5570	
4	desmatamento_clima+educacao+mortalidade+transferencia_renda	5570	
4	desmatamento_clima+educacao+politica+saneamento_agua	5570	
4	desmatamento_clima+educacao+politica+saude_producao	5570	
4	desmatamento_clima+educacao+politica+trabalho_empresa	5570	
4	desmatamento_clima+educacao+politica+transferencia_renda	5570	
4	desmatamento_clima+educacao+saneamento_agua+saude_producao	5570	
4	desmatamento_clima+educacao+saneamento_agua+trabalho_empresa	5570	
4	desmatamento_clima+educacao+saneamento_agua+transferencia_renda	5570	
4	desmatamento_clima+educacao+saude_producao+trabalho_empresa	5570	
4	desmatamento_clima+educacao+saude_producao+transferencia_renda	5570	
4	desmatamento_clima+educacao+trabalho_empresa+transferencia_renda	5570	
4	desmatamento_clima+fiscal_municipal+mortalidade+politica	5570	
4	desmatamento_clima+fiscal_municipal+mortalidade+saneamento_agua	5570	
4	desmatamento_clima+fiscal_municipal+mortalidade+saude_producao	5570	
4	desmatamento_clima+fiscal_municipal+mortalidade+trabalho_empresa	5570	
4	desmatamento_clima+fiscal_municipal+mortalidade+transferencia_renda	5570	
4	desmatamento_clima+fiscal_municipal+politica+saneamento_agua	5570	
4	desmatamento_clima+fiscal_municipal+politica+saude_producao	5570	
4	desmatamento_clima+fiscal_municipal+politica+trabalho_empresa	5570	
4	desmatamento_clima+fiscal_municipal+politica+transferencia_renda	5570	
4	desmatamento_clima+fiscal_municipal+saneamento_agua+saude_producao	5570	
4	desmatamento_clima+fiscal_municipal+saneamento_agua+trabalho_empresa	5570	
4	desmatamento_clima+fiscal_municipal+saneamento_agua+transferencia_renda	5570	
4	desmatamento_clima+fiscal_municipal+saude_producao+trabalho_empresa	5570	
4	desmatamento_clima+fiscal_municipal+saude_producao+transferencia_renda	5570	
4	desmatamento_clima+fiscal_municipal+trabalho_empresa+transferencia_renda	5570	
4	desmatamento_clima+mortalidade+politica+saneamento_agua	5570	
4	desmatamento_clima+mortalidade+politica+saude_producao	5570	
4	desmatamento_clima+mortalidade+politica+trabalho_empresa	5570	
4	desmatamento_clima+mortalidade+politica+transferencia_renda	5570	
4	desmatamento_clima+mortalidade+saneamento_agua+saude_producao	5570	
4	desmatamento_clima+mortalidade+saneamento_agua+trabalho_empresa	5570	
4	desmatamento_clima+mortalidade+saneamento_agua+transferencia_renda	5570	
4	desmatamento_clima+mortalidade+saude_producao+trabalho_empresa	5570	
4	desmatamento_clima+mortalidade+saude_producao+transferencia_renda	5570	
4	desmatamento_clima+mortalidade+trabalho_empresa+transferencia_renda	5570	
4	desmatamento_clima+politica+saneamento_agua+saude_producao	5570	
4	desmatamento_clima+politica+saneamento_agua+trabalho_empresa	5570	
4	desmatamento_clima+politica+saneamento_agua+transferencia_renda	5570	
4	desmatamento_clima+politica+saude_producao+trabalho_empresa	5570	
4	desmatamento_clima+politica+saude_producao+transferencia_renda	5570	
4	desmatamento_clima+politica+trabalho_empresa+transferencia_renda	5570	
4	desmatamento_clima+saneamento_agua+saude_producao+trabalho_empresa	5570	
4	desmatamento_clima+saneamento_agua+saude_producao+transferencia_renda	5570	
4	desmatamento_clima+saneamento_agua+trabalho_empresa+transferencia_renda	5570	
4	desmatamento_clima+saude_producao+trabalho_empresa+transferencia_renda	5570	
4	educacao+fiscal_municipal+mortalidade+politica	5570	
4	educacao+fiscal_municipal+mortalidade+saneamento_agua	5570	
4	educacao+fiscal_municipal+mortalidade+saude_producao	5570	
4	educacao+fiscal_municipal+mortalidade+trabalho_empresa	5570	
4	educacao+fiscal_municipal+mortalidade+transferencia_renda	5570	
4	educacao+fiscal_municipal+politica+saneamento_agua	5570	
4	educacao+fiscal_municipal+politica+saude_producao	5570	H?
4	educacao+fiscal_municipal+politica+trabalho_empresa	5570	H?
4	educacao+fiscal_municipal+politica+transferencia_renda	5570	H?
4	educacao+fiscal_municipal+saneamento_agua+saude_producao	5570	
4	educacao+fiscal_municipal+saneamento_agua+trabalho_empresa	5570	
4	educacao+fiscal_municipal+saneamento_agua+transferencia_renda	5570	
4	educacao+fiscal_municipal+saude_producao+trabalho_empresa	5570	H?
4	educacao+fiscal_municipal+saude_producao+transferencia_renda	5570	H?
4	educacao+fiscal_municipal+trabalho_empresa+transferencia_renda	5570	H?
4	educacao+mortalidade+politica+saneamento_agua	5570	
4	educacao+mortalidade+politica+saude_producao	5570	
4	educacao+mortalidade+politica+trabalho_empresa	5570	
4	educacao+mortalidade+politica+transferencia_renda	5570	
4	educacao+mortalidade+saneamento_agua+saude_producao	5570	
4	educacao+mortalidade+saneamento_agua+trabalho_empresa	5570	
4	educacao+mortalidade+saneamento_agua+transferencia_renda	5570	
4	educacao+mortalidade+saude_producao+trabalho_empresa	5570	
4	educacao+mortalidade+saude_producao+transferencia_renda	5570	
4	educacao+mortalidade+trabalho_empresa+transferencia_renda	5570	
4	educacao+politica+saneamento_agua+saude_producao	5570	
4	educacao+politica+saneamento_agua+trabalho_empresa	5570	
4	educacao+politica+saneamento_agua+transferencia_renda	5570	
4	educacao+politica+saude_producao+trabalho_empresa	5570	H?
4	educacao+politica+saude_producao+transferencia_renda	5570	H?
4	educacao+politica+trabalho_empresa+transferencia_renda	5570	H?
4	educacao+saneamento_agua+saude_producao+trabalho_empresa	5570	
4	educacao+saneamento_agua+saude_producao+transferencia_renda	5570	
4	educacao+saneamento_agua+trabalho_empresa+transferencia_renda	5570	
4	educacao+saude_producao+trabalho_empresa+transferencia_renda	5570	H?
4	fiscal_municipal+mortalidade+politica+saneamento_agua	5570	
4	fiscal_municipal+mortalidade+politica+saude_producao	5570	
4	fiscal_municipal+mortalidade+politica+trabalho_empresa	5570	
4	fiscal_municipal+mortalidade+politica+transferencia_renda	5570	
4	fiscal_municipal+mortalidade+saneamento_agua+saude_producao	5570	
4	fiscal_municipal+mortalidade+saneamento_agua+trabalho_empresa	5570	
4	fiscal_municipal+mortalidade+saneamento_agua+transferencia_renda	5570	
4	fiscal_municipal+mortalidade+saude_producao+trabalho_empresa	5570	
4	fiscal_municipal+mortalidade+saude_producao+transferencia_renda	5570	
4	fiscal_municipal+mortalidade+trabalho_empresa+transferencia_renda	5570	
4	fiscal_municipal+politica+saneamento_agua+saude_producao	5570	
4	fiscal_municipal+politica+saneamento_agua+trabalho_empresa	5570	
4	fiscal_municipal+politica+saneamento_agua+transferencia_renda	5570	
4	fiscal_municipal+politica+saude_producao+trabalho_empresa	5570	H?
4	fiscal_municipal+politica+saude_producao+transferencia_renda	5570	H?
4	fiscal_municipal+politica+trabalho_empresa+transferencia_renda	5570	H?
4	fiscal_municipal+saneamento_agua+saude_producao+trabalho_empresa	5570	
4	fiscal_municipal+saneamento_agua+saude_producao+transferencia_renda	5570	
4	fiscal_municipal+saneamento_agua+trabalho_empresa+transferencia_renda	5570	
4	fiscal_municipal+saude_producao+trabalho_empresa+transferencia_renda	5570	H?
4	mortalidade+politica+saneamento_agua+saude_producao	5570	
4	mortalidade+politica+saneamento_agua+trabalho_empresa	5570	
4	mortalidade+politica+saneamento_agua+transferencia_renda	5570	
4	mortalidade+politica+saude_producao+trabalho_empresa	5570	
4	mortalidade+politica+saude_producao+transferencia_renda	5570	
4	mortalidade+politica+trabalho_empresa+transferencia_renda	5570	
4	mortalidade+saneamento_agua+saude_producao+trabalho_empresa	5570	
4	mortalidade+saneamento_agua+saude_producao+transferencia_renda	5570	
4	mortalidade+saneamento_agua+trabalho_empresa+transferencia_renda	5570	
4	mortalidade+saude_producao+trabalho_empresa+transferencia_renda	5570	
4	politica+saneamento_agua+saude_producao+trabalho_empresa	5570	
4	politica+saneamento_agua+saude_producao+transferencia_renda	5570	
4	politica+saneamento_agua+trabalho_empresa+transferencia_renda	5570	
4	politica+saude_producao+trabalho_empresa+transferencia_renda	5570	H?
4	saneamento_agua+saude_producao+trabalho_empresa+transferencia_renda	5570	
4	agropecuaria+conectividade+demografia_censo+desmatamento_clima	5567	
4	agropecuaria+conectividade+demografia_censo+educacao	5567	
4	agropecuaria+conectividade+demografia_censo+fiscal_municipal	5567	
4	agropecuaria+conectividade+demografia_censo+mortalidade	5567	
4	agropecuaria+conectividade+demografia_censo+politica	5567	
4	agropecuaria+conectividade+demografia_censo+saneamento_agua	5567	
4	agropecuaria+conectividade+demografia_censo+saude_producao	5567	
4	agropecuaria+conectividade+demografia_censo+trabalho_empresa	5567	
4	agropecuaria+conectividade+demografia_censo+transferencia_renda	5567	
4	agropecuaria+conectividade+desmatamento_clima+educacao	5567	
4	agropecuaria+conectividade+desmatamento_clima+fiscal_municipal	5567	
4	agropecuaria+conectividade+desmatamento_clima+mortalidade	5567	
4	agropecuaria+conectividade+desmatamento_clima+politica	5567	
4	agropecuaria+conectividade+desmatamento_clima+saneamento_agua	5567	
4	agropecuaria+conectividade+desmatamento_clima+saude_producao	5567	
4	agropecuaria+conectividade+desmatamento_clima+trabalho_empresa	5567	
4	agropecuaria+conectividade+desmatamento_clima+transferencia_renda	5567	
4	agropecuaria+conectividade+educacao+fiscal_municipal	5567	
4	agropecuaria+conectividade+educacao+mortalidade	5567	
4	agropecuaria+conectividade+educacao+politica	5567	
4	agropecuaria+conectividade+educacao+saneamento_agua	5567	
4	agropecuaria+conectividade+educacao+saude_producao	5567	
4	agropecuaria+conectividade+educacao+trabalho_empresa	5567	
4	agropecuaria+conectividade+educacao+transferencia_renda	5567	
4	agropecuaria+conectividade+fiscal_municipal+mortalidade	5567	
4	agropecuaria+conectividade+fiscal_municipal+politica	5567	
4	agropecuaria+conectividade+fiscal_municipal+saneamento_agua	5567	
4	agropecuaria+conectividade+fiscal_municipal+saude_producao	5567	
4	agropecuaria+conectividade+fiscal_municipal+trabalho_empresa	5567	
4	agropecuaria+conectividade+fiscal_municipal+transferencia_renda	5567	
4	agropecuaria+conectividade+mortalidade+politica	5567	
4	agropecuaria+conectividade+mortalidade+saneamento_agua	5567	
4	agropecuaria+conectividade+mortalidade+saude_producao	5567	
4	agropecuaria+conectividade+mortalidade+trabalho_empresa	5567	
4	agropecuaria+conectividade+mortalidade+transferencia_renda	5567	
4	agropecuaria+conectividade+politica+saneamento_agua	5567	
4	agropecuaria+conectividade+politica+saude_producao	5567	
4	agropecuaria+conectividade+politica+trabalho_empresa	5567	
4	agropecuaria+conectividade+politica+transferencia_renda	5567	
4	agropecuaria+conectividade+saneamento_agua+saude_producao	5567	
4	agropecuaria+conectividade+saneamento_agua+trabalho_empresa	5567	
4	agropecuaria+conectividade+saneamento_agua+transferencia_renda	5567	
4	agropecuaria+conectividade+saude_producao+trabalho_empresa	5567	
4	agropecuaria+conectividade+saude_producao+transferencia_renda	5567	
4	agropecuaria+conectividade+trabalho_empresa+transferencia_renda	5567	
4	agropecuaria+demografia_censo+desmatamento_clima+educacao	5567	
4	agropecuaria+demografia_censo+desmatamento_clima+fiscal_municipal	5567	
4	agropecuaria+demografia_censo+desmatamento_clima+mortalidade	5567	
4	agropecuaria+demografia_censo+desmatamento_clima+politica	5567	
4	agropecuaria+demografia_censo+desmatamento_clima+saneamento_agua	5567	
4	agropecuaria+demografia_censo+desmatamento_clima+saude_producao	5567	
4	agropecuaria+demografia_censo+desmatamento_clima+trabalho_empresa	5567	
4	agropecuaria+demografia_censo+desmatamento_clima+transferencia_renda	5567	
4	agropecuaria+demografia_censo+educacao+fiscal_municipal	5567	
4	agropecuaria+demografia_censo+educacao+mortalidade	5567	
4	agropecuaria+demografia_censo+educacao+politica	5567	
4	agropecuaria+demografia_censo+educacao+saneamento_agua	5567	
4	agropecuaria+demografia_censo+educacao+saude_producao	5567	
4	agropecuaria+demografia_censo+educacao+trabalho_empresa	5567	
4	agropecuaria+demografia_censo+educacao+transferencia_renda	5567	
4	agropecuaria+demografia_censo+fiscal_municipal+mortalidade	5567	
4	agropecuaria+demografia_censo+fiscal_municipal+politica	5567	
4	agropecuaria+demografia_censo+fiscal_municipal+saneamento_agua	5567	
4	agropecuaria+demografia_censo+fiscal_municipal+saude_producao	5567	
4	agropecuaria+demografia_censo+fiscal_municipal+trabalho_empresa	5567	
4	agropecuaria+demografia_censo+fiscal_municipal+transferencia_renda	5567	
4	agropecuaria+demografia_censo+mortalidade+politica	5567	
4	agropecuaria+demografia_censo+mortalidade+saneamento_agua	5567	
4	agropecuaria+demografia_censo+mortalidade+saude_producao	5567	
4	agropecuaria+demografia_censo+mortalidade+trabalho_empresa	5567	
4	agropecuaria+demografia_censo+mortalidade+transferencia_renda	5567	
4	agropecuaria+demografia_censo+politica+saneamento_agua	5567	
4	agropecuaria+demografia_censo+politica+saude_producao	5567	
4	agropecuaria+demografia_censo+politica+trabalho_empresa	5567	
4	agropecuaria+demografia_censo+politica+transferencia_renda	5567	
4	agropecuaria+demografia_censo+saneamento_agua+saude_producao	5567	
4	agropecuaria+demografia_censo+saneamento_agua+trabalho_empresa	5567	
4	agropecuaria+demografia_censo+saneamento_agua+transferencia_renda	5567	
4	agropecuaria+demografia_censo+saude_producao+trabalho_empresa	5567	
4	agropecuaria+demografia_censo+saude_producao+transferencia_renda	5567	
4	agropecuaria+demografia_censo+trabalho_empresa+transferencia_renda	5567	
4	agropecuaria+desmatamento_clima+educacao+fiscal_municipal	5567	
4	agropecuaria+desmatamento_clima+educacao+mortalidade	5567	
4	agropecuaria+desmatamento_clima+educacao+politica	5567	
4	agropecuaria+desmatamento_clima+educacao+saneamento_agua	5567	
4	agropecuaria+desmatamento_clima+educacao+saude_producao	5567	
4	agropecuaria+desmatamento_clima+educacao+trabalho_empresa	5567	
4	agropecuaria+desmatamento_clima+educacao+transferencia_renda	5567	
4	agropecuaria+desmatamento_clima+fiscal_municipal+mortalidade	5567	
4	agropecuaria+desmatamento_clima+fiscal_municipal+politica	5567	
4	agropecuaria+desmatamento_clima+fiscal_municipal+saneamento_agua	5567	
4	agropecuaria+desmatamento_clima+fiscal_municipal+saude_producao	5567	
